path,filename,extension,normalized_id,size_bytes,category
prydwen_assets/characters/acheron.png,acheron.png,.png,acheron,342856,characters
prydwen_assets/characters/aglaea.png,aglaea.png,.png,aglaea,290201,characters
prydwen_assets/characters/all_honkai_star_rail_characters.png,all_honkai_star_rail_characters.png,.png,all_honkai_star_rail_characters,24068,characters
prydwen_assets/characters/anaxa.png,anaxa.png,.png,anaxa,304419,characters
prydwen_assets/characters/archer.png,archer.png,.png,archer,238636,characters
prydwen_assets/characters/argenti.png,argenti.png,.png,argenti,347324,characters
prydwen_assets/characters/arlan.png,arlan.png,.png,arlan,240193,characters
prydwen_assets/characters/ashveil.png,ashveil.png,.png,ashveil,294813,characters
prydwen_assets/characters/asta.png,asta.png,.png,asta,250534,characters
prydwen_assets/characters/aventurine.png,aventurine.png,.png,aventurine,300421,characters
prydwen_assets/characters/aventurine_waveflair4.5.png,aventurine_waveflair4.5.png,.png,aventurine_waveflair4_5,340063,characters
prydwen_assets/characters/bailu.png,bailu.png,.png,bailu,269979,characters
prydwen_assets/characters/black_swan.png,black_swan.png,.png,black_swan,380103,characters
prydwen_assets/characters/blade.png,blade.png,.png,blade,269113,characters
prydwen_assets/characters/boothill.png,boothill.png,.png,boothill,300869,characters
prydwen_assets/characters/bronya.png,bronya.png,.png,bronya,368672,characters
prydwen_assets/characters/castorice.png,castorice.png,.png,castorice,308183,characters
prydwen_assets/characters/cerydra.png,cerydra.png,.png,cerydra,364117,characters
prydwen_assets/characters/cipher.png,cipher.png,.png,cipher,300987,characters
prydwen_assets/characters/clara.png,clara.png,.png,clara,327901,characters
prydwen_assets/characters/cyrene.png,cyrene.png,.png,cyrene,399342,characters
prydwen_assets/characters/dan_heng.png,dan_heng.png,.png,dan_heng,280151,characters
prydwen_assets/characters/dan_heng_imbibitor_lunae.png,dan_heng_imbibitor_lunae.png,.png,dan_heng_imbibitor_lunae,294283,characters
prydwen_assets/characters/dan_heng_permansor_terrae.png,dan_heng_permansor_terrae.png,.png,dan_heng_permansor_terrae,349649,characters
prydwen_assets/characters/dr._ratio.png,dr._ratio.png,.png,dr_ratio,279449,characters
prydwen_assets/characters/evanescia.png,evanescia.png,.png,evanescia,324598,characters
prydwen_assets/characters/feixiao.png,feixiao.png,.png,feixiao,419819,characters
prydwen_assets/characters/firefly.png,firefly.png,.png,firefly,374709,characters
prydwen_assets/characters/fu_xuan.png,fu_xuan.png,.png,fu_xuan,385565,characters
prydwen_assets/characters/gallagher.png,gallagher.png,.png,gallagher,278921,characters
prydwen_assets/characters/gepard.png,gepard.png,.png,gepard,308951,characters
prydwen_assets/characters/gilgamesh.png,gilgamesh.png,.png,gilgamesh,256752,characters
prydwen_assets/characters/guinaifen.png,guinaifen.png,.png,guinaifen,358441,characters
prydwen_assets/characters/hanya.png,hanya.png,.png,hanya,299902,characters
prydwen_assets/characters/herta.png,herta.png,.png,herta,349055,characters
prydwen_assets/characters/himeko.png,himeko.png,.png,himeko,379283,characters
prydwen_assets/characters/himeko_nova.png,himeko_nova.png,.png,himeko_nova,366268,characters
prydwen_assets/characters/hook.png,hook.png,.png,hook,353529,characters
prydwen_assets/characters/huohuo.png,huohuo.png,.png,huohuo,336417,characters
prydwen_assets/characters/hyacine.png,hyacine.png,.png,hyacine,388201,characters
prydwen_assets/characters/hysilens.png,hysilens.png,.png,hysilens,300883,characters
prydwen_assets/characters/jade.png,jade.png,.png,jade,336660,characters
prydwen_assets/characters/jiaoqiu.png,jiaoqiu.png,.png,jiaoqiu,277705,characters
prydwen_assets/characters/jing_yuan.png,jing_yuan.png,.png,jing_yuan,413379,characters
prydwen_assets/characters/jingliu.png,jingliu.png,.png,jingliu,344860,characters
prydwen_assets/characters/kafka.png,kafka.png,.png,kafka,285787,characters
prydwen_assets/characters/lingsha.png,lingsha.png,.png,lingsha,335826,characters
prydwen_assets/characters/luka.png,luka.png,.png,luka,330442,characters
prydwen_assets/characters/luocha.png,luocha.png,.png,luocha,310290,characters
prydwen_assets/characters/lynx.png,lynx.png,.png,lynx,290793,characters
prydwen_assets/characters/march_7th.png,march_7th.png,.png,march_7th,334408,characters
prydwen_assets/characters/march_7th_evernight.png,march_7th_evernight.png,.png,march_7th_evernight,234629,characters
prydwen_assets/characters/march_7th_the_hunt.png,march_7th_the_hunt.png,.png,march_7th_the_hunt,302297,characters
prydwen_assets/characters/misha.png,misha.png,.png,misha,216973,characters
prydwen_assets/characters/mortenax_blade.png,mortenax_blade.png,.png,mortenax_blade,384144,characters
prydwen_assets/characters/moze.png,moze.png,.png,moze,311598,characters
prydwen_assets/characters/mydei.png,mydei.png,.png,mydei,318405,characters
prydwen_assets/characters/natasha.png,natasha.png,.png,natasha,258872,characters
prydwen_assets/characters/pearl4.6.png,pearl4.6.png,.png,pearl4_6,409991,characters
prydwen_assets/characters/pela.png,pela.png,.png,pela,357823,characters
prydwen_assets/characters/phainon.png,phainon.png,.png,phainon,328882,characters
prydwen_assets/characters/qingque.png,qingque.png,.png,qingque,310669,characters
prydwen_assets/characters/rappa.png,rappa.png,.png,rappa,338327,characters
prydwen_assets/characters/rin_tohsaka.png,rin_tohsaka.png,.png,rin_tohsaka,353981,characters
prydwen_assets/characters/robin.png,robin.png,.png,robin,302948,characters
prydwen_assets/characters/robin_summerettonew.png,robin_summerettonew.png,.png,robin_summerettonew,378299,characters
prydwen_assets/characters/ruan_mei.png,ruan_mei.png,.png,ruan_mei,257386,characters
prydwen_assets/characters/saber.png,saber.png,.png,saber,306128,characters
prydwen_assets/characters/sampo.png,sampo.png,.png,sampo,311882,characters
prydwen_assets/characters/seele.png,seele.png,.png,seele,271665,characters
prydwen_assets/characters/serval.png,serval.png,.png,serval,305217,characters
prydwen_assets/characters/silver_wolf.png,silver_wolf.png,.png,silver_wolf,327924,characters
prydwen_assets/characters/silver_wolf_lv._999.png,silver_wolf_lv._999.png,.png,silver_wolf_lv_999,320272,characters
prydwen_assets/characters/sparkle.png,sparkle.png,.png,sparkle,352923,characters
prydwen_assets/characters/sparxie.png,sparxie.png,.png,sparxie,332974,characters
prydwen_assets/characters/sunday.png,sunday.png,.png,sunday,354633,characters
prydwen_assets/characters/sushang.png,sushang.png,.png,sushang,334719,characters
prydwen_assets/characters/the_dahlia.png,the_dahlia.png,.png,the_dahlia,324939,characters
prydwen_assets/characters/the_herta.png,the_herta.png,.png,the_herta,348113,characters
prydwen_assets/characters/tingyun.png,tingyun.png,.png,tingyun,398011,characters
prydwen_assets/characters/tingyun_fugue.png,tingyun_fugue.png,.png,tingyun_fugue,383913,characters
prydwen_assets/characters/topaz_&_numby.png,topaz_&_numby.png,.png,topaz_numby,351429,characters
prydwen_assets/characters/trailblazer_destruction.png,trailblazer_destruction.png,.png,trailblazer_destruction,335901,characters
prydwen_assets/characters/trailblazer_elation.png,trailblazer_elation.png,.png,trailblazer_elation,303369,characters
prydwen_assets/characters/trailblazer_harmony.png,trailblazer_harmony.png,.png,trailblazer_harmony,334054,characters
prydwen_assets/characters/trailblazer_preservation.png,trailblazer_preservation.png,.png,trailblazer_preservation,364114,characters
prydwen_assets/characters/trailblazer_remembrance.png,trailblazer_remembrance.png,.png,trailblazer_remembrance,359498,characters
prydwen_assets/characters/tribbie.png,tribbie.png,.png,tribbie,353830,characters
prydwen_assets/characters/welt.png,welt.png,.png,welt,278753,characters
prydwen_assets/characters/xueyi.png,xueyi.png,.png,xueyi,269403,characters
prydwen_assets/characters/yanqing.png,yanqing.png,.png,yanqing,326830,characters
prydwen_assets/characters/yao_guang.png,yao_guang.png,.png,yao_guang,320224,characters
prydwen_assets/characters/yukong.png,yukong.png,.png,yukong,326120,characters
prydwen_assets/characters/yunli.png,yunli.png,.png,yunli,347815,characters
prydwen_assets/light_cones/a_dream_scented_in_wheat.png,a_dream_scented_in_wheat.png,.png,a_dream_scented_in_wheat,215799,light_cones
prydwen_assets/light_cones/a_grounded_ascent.png,a_grounded_ascent.png,.png,a_grounded_ascent,205819,light_cones
prydwen_assets/light_cones/a_little_getawaynew.png,a_little_getawaynew.png,.png,a_little_getawaynew,226745,light_cones
prydwen_assets/light_cones/a_secret_vow.png,a_secret_vow.png,.png,a_secret_vow,193064,light_cones
prydwen_assets/light_cones/a_star_that_lights_the_night.png,a_star_that_lights_the_night.png,.png,a_star_that_lights_the_night,231280,light_cones
prydwen_assets/light_cones/a_thankless_coronation.png,a_thankless_coronation.png,.png,a_thankless_coronation,200756,light_cones
prydwen_assets/light_cones/a_trail_of_bygone_blood.png,a_trail_of_bygone_blood.png,.png,a_trail_of_bygone_blood,216648,light_cones
prydwen_assets/light_cones/adversarial.png,adversarial.png,.png,adversarial,210702,light_cones
prydwen_assets/light_cones/after_the_charmony_fall.png,after_the_charmony_fall.png,.png,after_the_charmony_fall,197199,light_cones
prydwen_assets/light_cones/along_the_passing_shore.png,along_the_passing_shore.png,.png,along_the_passing_shore,198258,light_cones
prydwen_assets/light_cones/amber.png,amber.png,.png,amber,216763,light_cones
prydwen_assets/light_cones/an_instant_before_a_gaze.png,an_instant_before_a_gaze.png,.png,an_instant_before_a_gaze,222154,light_cones
prydwen_assets/light_cones/arrows.png,arrows.png,.png,arrows,204640,light_cones
prydwen_assets/light_cones/baptism_of_pure_thought.png,baptism_of_pure_thought.png,.png,baptism_of_pure_thought,196042,light_cones
prydwen_assets/light_cones/before_dawn.png,before_dawn.png,.png,before_dawn,209141,light_cones
prydwen_assets/light_cones/before_the_tutorial_mission_starts.png,before_the_tutorial_mission_starts.png,.png,before_the_tutorial_mission_starts,219930,light_cones
prydwen_assets/light_cones/boundless_choreo.png,boundless_choreo.png,.png,boundless_choreo,209030,light_cones
prydwen_assets/light_cones/brighter_than_the_sun.png,brighter_than_the_sun.png,.png,brighter_than_the_sun,202998,light_cones
prydwen_assets/light_cones/but_the_battle_isn't_over.png,but_the_battle_isn't_over.png,.png,but_the_battle_isn_t_over,204206,light_cones
"prydwen_assets/light_cones/carve_the_moon,_weave_the_clouds.png","carve_the_moon,_weave_the_clouds.png",.png,carve_the_moon_weave_the_clouds,193568,light_cones
prydwen_assets/light_cones/chorus.png,chorus.png,.png,chorus,206678,light_cones
prydwen_assets/light_cones/collapsing_sky.png,collapsing_sky.png,.png,collapsing_sky,204783,light_cones
prydwen_assets/light_cones/concert_for_two.png,concert_for_two.png,.png,concert_for_two,211798,light_cones
prydwen_assets/light_cones/cornucopia.png,cornucopia.png,.png,cornucopia,217663,light_cones
prydwen_assets/light_cones/cruising_in_the_stellar_sea.png,cruising_in_the_stellar_sea.png,.png,cruising_in_the_stellar_sea,203483,light_cones
prydwen_assets/light_cones/dance!_dance!_dance!.png,dance!_dance!_dance!.png,.png,dance_dance_dance,220323,light_cones
prydwen_assets/light_cones/dance_at_sunset.png,dance_at_sunset.png,.png,dance_at_sunset,208315,light_cones
prydwen_assets/light_cones/darting_arrow.png,darting_arrow.png,.png,darting_arrow,199317,light_cones
prydwen_assets/light_cones/data_bank.png,data_bank.png,.png,data_bank,210919,light_cones
prydwen_assets/light_cones/day_one_of_my_new_life.png,day_one_of_my_new_life.png,.png,day_one_of_my_new_life,216638,light_cones
prydwen_assets/light_cones/dazzled_by_a_flowery_world.png,dazzled_by_a_flowery_world.png,.png,dazzled_by_a_flowery_world,230857,light_cones
prydwen_assets/light_cones/defense.png,defense.png,.png,defense,210073,light_cones
